Feature1,Feature2,Label
1.4697423816275592,1.2071271677376558,1
0.9323795706174056,1.8576205149787066,1
-1.4950127210195427,-1.1342448058298786,0
1.1710049890779275,1.4398189598030302,1
-2.529760203767039,-1.4867325668866438,0
2.3109075655980047,3.475356216949552,1
0.9627538456735436,1.8096613219163917,1
-0.0674421000398766,1.9108799604872115,1
-1.9324717953120762,-3.424748186213457,0
2.57707212718054,1.7969546139570074,1
-2.4634176928124623,-2.465729753570257,0
-2.47917423784529,-2.185658976663817,0
2.624119817052155,2.62834550926428,1
-2.6769220003059586,-1.3883237111591322,0
-1.7495071496541232,-1.6535517905030241,0
1.7510358515209266,2.9715709509543555,1
2.478979825746392,2.3336621052869484,1
3.6871416350725648,2.8816397569494505,1
-2.072010121580334,-0.9964671021079758,0
2.270456825779839,1.9497618905508631,1
-2.219671887837512,-1.6428874284882535,0
-0.5221059552584839,-2.5182702182736474,0
0.13303337465626663,-3.952087799522502,0
2.3417559757771595,3.8761708392158862,1
-1.1864827826303301,-3.230864316433955,0
1.3493574308781728,1.5128746162353037,1
-0.5587267109338845,-3.4358621511794394,0
1.7305931655554423,2.717542255795962,1
-1.80094030442653,-2.6002168771587946,0
-2.1923609647811224,-1.6984526576663876,0
-1.675916030605205,-2.3850822804163165,0
-0.42078718449260855,-1.232565270847091,0
-2.1156482823882405,-2.3011036955892887,0
-1.7401172057515766,-1.21817712822269,0
2.0245101742589426,2.4979982912454495,1
0.48480893780144796,3.3668742674445244,1
-3.5506634310661327,-1.9314370251939728,0
-1.9082392234644976,-3.987568914600893,0
-3.2608839543350454,-1.0821380529452238,0
-3.1509935774223026,-1.624301981654328,0
2.3665982460968484,1.0601202136726449,1
2.5009171876243808,1.022444755201449,1
2.5470973811700377,1.797807347566106,1
2.2449665711087228,1.4930568246288702,1
4.189802933217672,1.1917017146448485,1
-2.0347117697052433,-3.1686780376195323,0
2.614166700043425,2.757507710047305,1
-1.7190081322649673,-2.622699519820594,0
2.384065448939307,1.9673052519059069,1
-2.4606387709597874,-0.9428777737810843,0
1.8720824085192334,1.0444595593995742,1
3.058424486849588,0.24126051357688572,1
-2.7303666317171364,-1.7835414104180252,0
-2.883857436201133,-1.846274894054472,0
-1.0845978822979259,-1.6712488903403155,0
-2.161285711666009,-1.5959491431854615,0
-1.826819074148818,-1.6146826202711633,0
-3.0128311203344236,-1.685752667404726,0
-1.5267623754264552,-2.0728289126568726,0
0.6014324261808588,2.562969236690571,1
-2.0358260391099514,-0.435356344185994,0
-2.469474385934952,-1.4574399564140355,0
-3.3281860488984307,-1.8031387641308765,0
-4.025142586657607,-1.8135456852305722,0
2.9261775475316414,3.9094166404701305,1
2.235614558108566,2.7708651938869666,1
1.5557067399238886,2.377300493044852,1
2.6901439917111123,1.5987795281141637,1
-1.3523114618993075,-0.47697014359197465,0
-0.8414044209925959,-2.8206823183517105,0
0.4055723412056329,1.4006249770462271,1
-1.638604394491586,-0.4619634335340308,0
-0.23454575971890312,-1.5950182890390445,0
-1.3137398096254864,-3.6127158711896517,0
-2.2453881160028706,-2.7537361643574894,0
-2.2081222503572753,-2.4930009346588333,0
-3.236950710878082,-3.3204566130842763,0
-1.7580377284339659,-3.913280244657798,0
2.8303358165442454,1.1439161740911328,1
-0.41398318385464794,-3.237815498826849,0
0.6797667929793578,3.8314587658543537,1
-1.9029224506519595,-1.0313550094671107,0
-2.661786464768388,-1.147566665203776,0
2.4129314542756246,1.436275447196025,1
-0.12389572430980689,1.474244978319239,1
1.8876719503091703,1.7790304004667774,1
-2.4465149520670213,-1.1436012056765277,0
-1.638363974952366,-2.6451197546051244,0
2.0758045581937266,1.3228382884878882,1
-0.4716445001272893,1.203104744529523,1
-1.785906255869796,-3.245738778711988,0
2.529804177915283,3.4415686206579004,1
3.1581108735000676,2.7916626939629356,1
-0.1138140987894698,-1.825422187168161,0
-3.6074832345612275,-1.8153661414676958,0
-3.062303713726105,-1.5264075693648185,0
-1.9397697900589737,0.46324211248528613,0
-1.9003486349123588,-2.5034756541161993,0
2.5765569630557663,2.311250154543536,1
-2.223462785325851,-1.2859995059079081,0
1.1243817466152426,0.6172002690356637,1
1.540639100459756,1.1501556305352083,1
1.4694988523894725,1.4241817593553199,1
-2.077101709414104,-1.6588480251833566,0
-2.474945311160956,-2.6533292325737117,0
2.0773683076476184,1.1387157986717362,1
2.638592458777374,0.3384799377310401,1
-2.9080240755212112,-3.4123037013352917,0
1.5499345285207564,2.6228499323474987,1
-2.926930471578083,-2.0595253560618,0
-3.377669367957091,-2.937825039915123,0
1.2367408434574831,0.19511789933548096,1
2.8254163489880297,2.8135096360006386,1
-3.7249178325130328,-2.562287529240973,0
-0.7330888508133773,-2.707669465618781,0
-5.241267340069072,-3.0243876413342896,0
3.0062928092144405,1.4231081304768511,1
0.4658858292643777,3.277676821898509,1
1.9877532271530853,1.1027456285141684,1
1.4861330826633066,0.9407864781110484,1
-2.4719318657894336,-0.9110494030326337,0
1.281555778747564,1.7865528482881528,1
2.0715662372193924,1.5223425532348833,1
-1.7069275267013189,-2.714351418026368,0
3.551151975522523,2.1156746342928585,1
-1.1774550878968109,-3.2208436499710222,0
-1.7911364049952445,-3.959670123879776,0
2.9751197334177513,1.8529426184978615,1
-2.1517850950355832,-1.411682793515424,0
-1.6687365685964362,-1.0244548728776408,0
1.7301250647066286,1.0212362842176925,1
4.060747924881987,3.7553408424432044,1
1.446350694652818,0.8021221074111515,1
3.305478807154329,2.021003841632759,1
-3.106334974006028,-3.196206624080671,0
-0.5972056890639008,-3.401851062792281,0
2.2240924818104166,2.012592400781795,1
-3.2002964070557764,-2.3345012358409485,0
5.078880808455238,3.1195749114345768,1
2.181866255058495,2.248220586300336,1
0.37245756211683734,2.048084946661382,1
-1.7725400653958705,-0.6928572457175719,0
0.6955304994951468,2.6696725488300386,1
2.337602662075202,1.5881230338775327,1
2.872320636720678,2.1833420057383517,1
1.892969640045442,0.9647576775806259,1
-2.8895144296255233,-2.8158102849654383,0
0.14394408932532565,-1.3660809776819889,0
0.5214137542201585,3.143754043206929,1
3.9647251329163895,2.035263551971729,1
-1.4849523136939522,1.8527314906547208,0
-1.1779398400055099,-0.10320701734605264,0
-2.9746816702273216,-1.2129153962575479,0
1.724948302848356,-0.30192116473558483,1
-1.703879722935424,-1.7389447278201107,0
2.6453759495851474,3.368631557532349,1
-1.9357199809045373,-3.077744777929306,0
1.7823187967727796,3.09877685198719,1
1.4232286694316674,2.755391225825756,1
-1.18713788116104,-1.3703711580763878,0
1.348163892197841,2.047398671316414,1
2.835692112065142,0.8702931453423819,1
2.8576596232020193,1.840061470036573,1
2.0969959649927183,2.5951570254369134,1
-1.723309200669981,-1.1728167509639762,0
3.179440120721287,1.5308243478952952,1
2.3227185603380893,1.172769056447677,1
0.28686547090912207,3.3538723741654133,1
2.048521627944827,1.1690498835889622,1
2.7472936051232617,2.610370265433465,1
2.2597225017214817,1.0956833748955914,1
1.9814868640076102,1.711341361079862,1
-2.3152692446403456,-1.2410307795067328,0
3.451143607795042,2.959270826085207,1
3.1677820616598074,2.254420843301213,1
-3.5193699659540134,-2.4842340728662515,0
-2.013497224737934,-3.0577109289559,0
-1.374332652234994,-2.8571575564162828,0
1.1817793167665274,4.092387275685461,1
3.628615545571292,0.6198985417851086,1
2.394452142378297,1.579015519179737,1
-2.440044486696984,-1.8692594227139088,0
3.037539944257899,1.4899836011452527,1
2.3269273737641627,1.7808994711911357,1
-1.4780584343831022,-1.703015326766814,0
-2.264656833237956,0.7201691665896188,0
-1.6563817104315386,-3.763040155362734,0
1.3534271157574733,0.9184519963856048,1
-1.4131429061997296,0.19045562580997855,0
3.277664895788425,1.4084286111641702,1
-1.9544281600961861,-2.6516003476058168,0
2.005243699718183,2.046980593764742,1
-0.8368362478450404,-1.989766938980413,0
-1.1004001245667494,-1.6927004791233906,0
-1.742449609277236,-2.074445915766167,0
-1.5032858469887673,-2.138264301171185,0
1.8912398515431423,2.4017117220989412,1
-2.4853635478291034,-1.9181258606136775,0
-1.6422126396517167,-1.4392154736317657,0
1.7610519531335902,1.0924363379584021,1
1.9339202013526835,0.7889838002375436,1
1.0350765394198955,2.6860514599984393,1
-2.8392175232226387,-2.3092123758512146,0
-3.4153707420504142,-2.420645322765359,0
-3.070892498061112,-1.5175275847568148,0
-1.429109489306833,-0.8644343598194011,0
0.12215619701263325,-0.9675347394488532,0
-2.2525681513931604,-3.2477831819648495,0
1.1777796044335687,2.2436872114919124,1
2.289774856896413,4.075400798645438,1
0.31465856667350867,-3.8672651925917485,0
3.1792971840638264,2.067518481410109,1
-1.4849647327913402,-1.486214049087791,0
-1.886482654748752,-1.3378693254789535,0
3.502357052096028,2.074094780419775,1
-3.4785219903674274,-2.7198442083947088,0
1.8854601547473822,3.2378163119734618,1
-0.36758869606836475,-3.4301413779606325,0
-4.619745104089745,-1.178097495624776,0
1.4076060757611308,1.1360092303201839,1
-0.534351231078446,-2.225776300486536,0
-1.6429845140349526,-2.6929095952606543,0
-2.783253292336237,-2.3220615162056757,0
3.201213922163945,1.5919246269784486,1
2.8711247034316925,1.673976467832159,1
2.632781866106285,4.270692857804396,1
1.2436492547156965,0.5777462904023258,1
-2.715303709259968,-1.3204022510653242,0
-2.846793718068405,-3.5148472246858646,0
-1.5561805718537716,-1.2253659465706632,0
1.5289616943816773,2.2320499373576363,1
-2.7020530938773524,-2.3276621465977683,0
